NPI,Gender,State,Credentials,Specialty,Total Opiod Drug Prescriptinons,Total Non-Opiod Drug Prescriptions),Region,NE,MW,S,W,Opioid.Prescriber,Med.Doc
1740448414,M,NV,DO,Gastroenterology,0,451,W,0,0,0,1,0,1
1356307441,M,AZ,M.D.,Family Practice,0,396,W,0,0,0,1,1,1
1649288358,F,FL,"APRN, BC",Nurse Practitioner,0,69,S,0,0,1,0,0,0
1487641080,M,OR,OD,Optometry,0,119,W,0,0,0,1,0,1
1649518481,F,FL,M.D.,Internal Medicine,17,23,S,0,0,1,0,1,1
1710910153,F,CA,M.D.,Obstetrics/Gynecology,0,149,W,0,0,0,1,0,1
1710060397,M,NC,DDS,Dentist,0,11,S,0,0,1,0,0,1
1962495333,M,WV,D.O.,Family Practice,332,6204,S,0,0,1,0,1,1
1619933843,M,TX,M.D.,Gastroenterology,0,1519,S,0,0,1,0,0,1
1891843256,F,IA,"PA-C, ATC",Physician Assistant,35,25,MW,0,1,0,0,1,0
1821022575,F,PA,M.D.,Psychiatry,0,33,NE,1,0,0,0,0,1
1972549632,M,TX,M.D.,Gastroenterology,26,1062,S,0,0,1,0,1,1
1932129822,F,GA,DO,Internal Medicine,62,2766,S,0,0,1,0,1,1
1619916442,M,OH,MD,Emergency Medicine,0,28,MW,0,1,0,0,1,1
1003864042,M,FL,DPM,Podiatry,45,91,S,0,0,1,0,1,0
1780757518,F,SD,MD,Internal Medicine,490,12229,MW,0,1,0,0,1,1
1861531857,F,NM,MD,Gastroenterology,0,451,W,0,0,0,1,0,1
1952482739,M,MD,DDS,Dentist,0,23,S,0,0,1,0,0,1
1073541843,M,WA,MD,Obstetrics/Gynecology,12,461,W,0,0,0,1,1,1
1588669196,M,IL,D.M.D.,Dentist,0,11,MW,0,1,0,0,0,1
1710104773,M,MA,D.M.D.,Dentist,18,40,NE,1,0,0,0,1,1
1124089461,M,CA,M.D.,Family Practice,530,4505,W,0,0,0,1,1,1
1932112216,M,FL,,Dentist,0,43,S,0,0,1,0,0,1
1891124228,M,CO,D.D.S.,Dentist,11,27,W,0,0,0,1,1,1
1801991591,F,NC,M.D.,Family Practice,0,163,S,0,0,1,0,1,1
1770699167,M,MI,MD,General Surgery,25,0,MW,0,1,0,0,1,1
1750487385,F,CA,MD,Hematology/Oncology,134,1386,W,0,0,0,1,1,1
1407966724,M,SD,DDS,Dentist,0,59,MW,0,1,0,0,0,1
1760566079,M,CA,M.D,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,12,W,0,0,0,1,0,1
1851380125,F,ND,M.D.,Internal Medicine,593,11748,MW,0,1,0,0,1,1
1740396134,F,IL,M.D.,Psychiatry,0,1067,MW,0,1,0,0,0,1
1073520300,M,AR,,Dentist,14,48,S,0,0,1,0,1,1
1033267679,M,AR,MD,Internal Medicine,21,452,S,0,0,1,0,1,1
1053687004,M,MD,M.D.,Ophthalmology,0,136,S,0,0,1,0,0,1
1083906473,F,PA,M.D.,Family Practice,12,690,NE,1,0,0,0,1,1
1649401555,M,CA,M.D.,Emergency Medicine,33,38,W,0,0,0,1,1,1
1992773741,M,MI,MD,Medical Oncology,0,21,MW,0,1,0,0,0,1
1194795468,M,PA,D.O.,Family Practice,195,5491,NE,1,0,0,0,1,1
1710993852,M,NC,MD,Obstetrics/Gynecology,0,12,S,0,0,1,0,0,1
1447399126,M,IL,D.M.D.,Dentist,0,21,MW,0,1,0,0,1,1
1427034974,M,NY,,Internal Medicine,0,3239,NE,1,0,0,0,1,1
1174756365,M,TX,M.D.,Internal Medicine,15,6514,S,0,0,1,0,1,1
1932275211,M,TX,DDS,Dentist,19,67,S,0,0,1,0,1,1
1518178029,M,PR,M.D.,"Medical Genetics, Ph.D. Medical Genetics",0,12,O,0,0,0,0,0,1
1336111483,M,OK,PA,Physician Assistant,168,372,S,0,0,1,0,1,0
1558416677,F,KY,DO,Family Practice,236,3880,S,0,0,1,0,1,1
1467663963,M,CA,M.D.,Neurology,13,1050,W,0,0,0,1,1,1
1326057688,M,WA,MD,Internal Medicine,437,8737,W,0,0,0,1,1,1
1962473389,M,FL,PA,Physician Assistant,0,387,S,0,0,1,0,0,0
1346265840,F,FL,D.O.,Obstetrics/Gynecology,0,40,S,0,0,1,0,0,1
1740266428,M,NC,P.A.,Physician Assistant,85,55,S,0,0,1,0,1,0
1821102237,F,MA,M.D.,Gastroenterology,0,163,NE,1,0,0,0,0,1
1316963432,F,NY,MD,Internal Medicine,115,1676,NE,1,0,0,0,1,1
1063524387,M,MN,,Anesthesiology,23,12,MW,0,1,0,0,1,1
1104945336,M,MN,MD,Internal Medicine,0,97,MW,0,1,0,0,0,1
1861578023,M,WA,MD,Family Practice,46,684,W,0,0,0,1,1,1
1891764379,M,VA,MD,Internal Medicine,1186,19589,S,0,0,1,0,1,1
1831117613,M,MI,M.D.,Otolaryngology,26,310,MW,0,1,0,0,1,1
1679568026,F,WA,D.D.S.,Dentist,0,24,W,0,0,0,1,0,1
1730477803,M,MA,DMD,Dentist,0,12,NE,1,0,0,0,0,1
1528015591,M,PA,D.O.,General Surgery,17,13,NE,1,0,0,0,1,1
1629036678,F,WA,PA-C,Physician Assistant,0,551,W,0,0,0,1,0,0
1124136601,M,IL,MD,Family Practice,110,2350,MW,0,1,0,0,1,1
1548234354,M,TX,MD,Physical Medicine and Rehabilitation,201,1252,S,0,0,1,0,1,1
1053497347,M,CA,M.D.,Dermatology,0,365,W,0,0,0,1,0,1
1205073053,F,TX,PA,Physician Assistant,0,80,S,0,0,1,0,0,0
1750465324,M,LA,M.D.,Plastic and Reconstructive Surgery,0,25,S,0,0,1,0,0,1
1578818928,F,NY,NP-C,Nurse Practitioner,16,552,NE,1,0,0,0,1,0
1619900685,F,MA,M.D.,Obstetrics/Gynecology,0,36,NE,1,0,0,0,0,1
1912081449,M,FL,DMD,Dentist,0,141,S,0,0,1,0,0,1
1033272620,F,MA,RNCS,Certified Clinical Nurse Specialist,0,1722,NE,1,0,0,0,0,0
1487979043,F,CA,M.D.,Internal Medicine,0,32,W,0,0,0,1,1,1
1598952681,M,NC,O.D.,Optometry,0,18,S,0,0,1,0,0,1
1376551663,M,FL,M.D.,Pediatric Medicine,272,3273,S,0,0,1,0,1,1
1447671979,M,TX,D.D.S.,Dentist,0,19,S,0,0,1,0,0,1
1154648921,M,MN,,Physician Assistant,61,126,MW,0,1,0,0,1,0
1962418806,M,CA,MD,Otolaryngology,15,77,W,0,0,0,1,1,1
1013223866,F,MI,PA-C,Physician Assistant,14,0,MW,0,1,0,0,1,0
1376580662,F,NY,MD,Internal Medicine,195,10288,NE,1,0,0,0,1,1
1982627105,M,MI,DDS,Dentist,0,53,MW,0,1,0,0,1,1
1760659130,M,UT,DO,Family Practice,635,4198,W,0,0,0,1,1,1
1740320613,M,DE,"D.D.S, P.A.",Dentist,0,229,S,0,0,1,0,0,1
1932209418,M,OH,M.D.,General Surgery,16,0,MW,0,1,0,0,1,1
1902128747,F,GA,NP,Nurse Practitioner,0,13,S,0,0,1,0,0,0
1720243777,M,NJ,M.D,Family Practice,403,4497,NE,1,0,0,0,1,1
1225236854,M,FL,PHYSICIAN ASSISTANTS,Physician Assistant,0,70,S,0,0,1,0,0,0
1205805355,M,VA,M.D.,Psychiatry,13,5221,S,0,0,1,0,1,1
1912125550,F,CT,D.M.D.,Student in an Organized Health Care Education/Training Program,12,15,NE,1,0,0,0,1,0
1942213699,F,CA,N.P.,Licensed Practical Nurse,16,1182,W,0,0,0,1,1,0
1912927781,F,MA,APRN (N.P),Nurse Practitioner,0,928,NE,1,0,0,0,0,0
1205813011,M,WI,MD,Emergency Medicine,572,7695,MW,0,1,0,0,1,1
1508989492,M,KY,M.D.,Internal Medicine,0,80,S,0,0,1,0,1,1
1922002393,M,NY,M.D.,Internal Medicine,180,3912,NE,1,0,0,0,1,1
1154372092,F,WI,MD,Internal Medicine,210,4972,MW,0,1,0,0,1,1
1285649012,M,IL,M.D.,Internal Medicine,689,8737,MW,0,1,0,0,1,1
1942271622,F,SC,NP,Nurse Practitioner,50,531,S,0,0,1,0,1,0
1457457665,F,TX,M.D.,Psychiatry & Neurology,0,141,S,0,0,1,0,0,1
1881672327,F,TN,NP,Nurse Practitioner,0,17,S,0,0,1,0,0,0
1851326300,F,CA,N.P.,Nurse Practitioner,0,255,W,0,0,0,1,0,0
1881608768,M,CO,M.D.,Urology,51,437,W,0,0,0,1,1,1
1073619458,F,NE,M.D.,Internal Medicine,389,7350,MW,0,1,0,0,1,1
1912087982,M,WA,M.D.  MPH,Obstetrics/Gynecology,0,77,W,0,0,0,1,0,1
1235162199,M,UT,MD,Dermatology,0,295,W,0,0,0,1,0,1
1639134943,M,WA,M.D.,Internal Medicine,38,1064,W,0,0,0,1,1,1
1548345747,M,OR,DO,Family Practice,0,55,W,0,0,0,1,0,1
1023117645,F,FL,P.A.-C.,Physician Assistant,0,1590,S,0,0,1,0,0,0
1326017203,M,IN,MD,Neurology,175,2515,MW,0,1,0,0,1,1
1316268899,F,NY,NP,Nurse Practitioner,0,36,NE,1,0,0,0,0,0
1063728392,M,CA,DDS,Dentist,0,22,W,0,0,0,1,0,1
1538208541,M,TX,MD,Gastroenterology,0,546,S,0,0,1,0,0,1
1811955800,M,UT,MD,Dermatology,0,177,W,0,0,0,1,0,1
1063472975,F,PA,CRNP,Nurse Practitioner,28,2584,NE,1,0,0,0,1,0
1992761894,M,CA,D.O.,Orthopedic Surgery,140,64,W,0,0,0,1,1,1
1295710820,M,TX,M.D,Orthopedic Surgery,91,35,S,0,0,1,0,1,1
1861792541,M,CA,M.D.,Internal Medicine,13,13,W,0,0,0,1,1,1
1366673659,F,TX,,Dentist,0,13,S,0,0,1,0,0,1
1447593504,M,WA,M.D.,Orthopaedic Surgery,15,0,W,0,0,0,1,1,1
1730281031,F,IA,ARNP,Nurse Practitioner,68,1638,MW,0,1,0,0,1,0
1831285097,M,NJ,D.M.D.,Oral Surgery (dentists only),25,69,NE,1,0,0,0,1,1
1184888216,F,CA,N.P.,Nurse Practitioner,0,149,W,0,0,0,1,0,0
1497718290,M,FL,"PA-C, DMO",Physician Assistant,0,143,S,0,0,1,0,0,0
1124113535,M,NJ,M.D.,Emergency Medicine,17,711,NE,1,0,0,0,1,1
1538169388,F,TX,MD,Radiation Oncology,36,60,S,0,0,1,0,1,1
1326081647,M,GA,M.D,Gastroenterology,0,795,S,0,0,1,0,1,1
1366537847,F,NC,MD,Hand Surgery,127,70,S,0,0,1,0,1,1
1013265800,F,TX,NP-C,Nurse Practitioner,0,184,S,0,0,1,0,0,0
1558317354,M,NV,DO,Emergency Medicine,79,204,W,0,0,0,1,1,1
1417903113,M,AL,M.D.,Internal Medicine,844,25233,S,0,0,1,0,1,1
1093821019,F,GA,M.D.,Family Practice,236,562,S,0,0,1,0,1,1
1154344679,M,NY,DDS,Dentist,0,69,NE,1,0,0,0,0,1
1063661049,F,VA,PA-C,Physician Assistant,58,1177,S,0,0,1,0,1,0
1104872316,F,NC,MD,Family Practice,287,7524,S,0,0,1,0,1,1
1376505305,M,NC,MD,Internal Medicine,278,8058,S,0,0,1,0,1,1
1356420061,M,FL,M.D.,Emergency Medicine,23,0,S,0,0,1,0,1,1
1154546166,M,AR,MD,Neurology,440,3738,S,0,0,1,0,1,1
1396061388,F,GA,ANP,Nurse Practitioner,0,884,S,0,0,1,0,0,0
1013162452,M,CA,M.D.,Cardiology,0,601,W,0,0,0,1,1,1
1144350125,M,IN,D. P. M.,Podiatry,61,223,MW,0,1,0,0,1,0
1578590063,M,NJ,D.D.S.,Dentist,0,12,NE,1,0,0,0,0,1
1730389800,M,CA,M.D.,Internal Medicine,149,766,W,0,0,0,1,1,1
1982669578,F,AL,CRNP,Nurse Practitioner,0,910,S,0,0,1,0,0,0
1003977927,M,AZ,DDS,Dentist,32,58,W,0,0,0,1,1,1
1710965397,F,CT,PA-C,Physician Assistant,35,693,NE,1,0,0,0,1,0
1285896043,F,CA,PA,Physician Assistant,0,289,W,0,0,0,1,0,0
1730396904,M,VA,M.D.,Orthopedic Surgery,145,139,S,0,0,1,0,1,1
1023016615,M,DE,MD,General Surgery,11,29,S,0,0,1,0,1,1
1295729168,M,AZ,MD,Internal Medicine,174,3543,W,0,0,0,1,1,1
1548338098,M,MI,M.D.FACP,Internal Medicine,452,7508,MW,0,1,0,0,1,1
1104878776,M,TX,M.D.,Family Practice,66,2317,S,0,0,1,0,1,1
1417911926,M,CA,M.D.,Orthopedic Surgery,0,45,W,0,0,0,1,1,1
1124165402,F,CO,MD,Neurology,0,653,W,0,0,0,1,1,1
1689780660,M,VT,M.D.,Psychiatry,0,493,NE,1,0,0,0,0,1
1255400750,M,IN,M.D.,Cardiology,0,1710,MW,0,1,0,0,0,1
1619124989,F,OK,DO,Emergency Medicine,17,60,S,0,0,1,0,1,1
1588681522,F,WI,MD,Internal Medicine,748,17002,MW,0,1,0,0,1,1
1912199456,M,TX,M.D.,Family Practice,476,4838,S,0,0,1,0,1,1
1245372853,M,WA,P.A.,Physician Assistant,180,126,W,0,0,0,1,1,0
1760569628,M,CA,MD,Internal Medicine,59,3886,W,0,0,0,1,1,1
1326141235,M,IL,M.D.,Obstetrics/Gynecology,0,79,MW,0,1,0,0,0,1
1871561167,M,AR,M.D.,Neurosurgery,535,294,S,0,0,1,0,1,1
1629208095,M,FL,D.O.,Internal Medicine,32,722,S,0,0,1,0,1,1
1568519353,M,TN,MD,Psychiatry,0,109,S,0,0,1,0,0,1
1649238262,F,AR,MD,Family Practice,0,66,S,0,0,1,0,0,1
1093767170,F,WA,M.D.,Physical Medicine and Rehabilitation,0,172,W,0,0,0,1,1,1
1801974688,F,CA,MD,Internal Medicine,30,319,W,0,0,0,1,1,1
1457376873,M,WA,M.D.,Internal Medicine,94,1670,W,0,0,0,1,1,1
1912988759,F,IL,MD,Gastroenterology,0,782,MW,0,1,0,0,0,1
1649583808,M,NY,D.O.,Internal Medicine,460,7141,NE,1,0,0,0,1,1
1538144399,M,AL,OD,Optometry,0,57,S,0,0,1,0,0,1
1609853217,M,MI,PA C,Physician Assistant,0,78,MW,0,1,0,0,0,0
1245323898,M,IL,MD,Emergency Medicine,19,49,MW,0,1,0,0,1,1
1821368382,F,PA,PA-C,Physician Assistant,1765,1434,NE,1,0,0,0,1,0
1568477214,F,NY,M.D.,Cardiology,0,4062,NE,1,0,0,0,0,1
1699739912,M,CA,MD,Obstetrics/Gynecology,0,34,W,0,0,0,1,0,1
1558456608,F,NJ,M.D.,Internal Medicine,15,2107,NE,1,0,0,0,1,1
1871554840,F,NJ,CNM,Certified Nurse Midwife,0,11,NE,1,0,0,0,0,0
1417108028,F,MN,M.D.,Endocrinology,0,79,MW,0,1,0,0,0,1
1841266574,M,PA,DO,Neurology,0,2092,NE,1,0,0,0,0,1
1508022484,M,TX,MD,Internal Medicine,11,872,S,0,0,1,0,1,1
1386602043,M,ND,M.D.,General Surgery,40,0,MW,0,1,0,0,1,1
1003175142,F,NY,MD,Student in an Organized Health Care Education/Training Program,0,221,NE,1,0,0,0,0,0
1710137716,F,NY,ACNP-BC,Nurse Practitioner,0,14,NE,1,0,0,0,1,0
1043389307,F,KY,MD,Family Practice,38,2478,S,0,0,1,0,1,1
1679661557,M,FL,PA,Physician Assistant,11,853,S,0,0,1,0,1,0
1174795157,F,TX,M.D.,Pulmonary Disease,0,944,S,0,0,1,0,0,1
1467898411,M,NM,,Student in an Organized Health Care Education/Training Program,11,0,W,0,0,0,1,1,0
1760492748,M,CA,M.D.,Internal Medicine,20,26,W,0,0,0,1,1,1
1437497849,M,UT,PA-C,Physician Assistant,0,22,W,0,0,0,1,0,0
1669419909,M,WA,MD,Emergency Medicine,136,129,W,0,0,0,1,1,1
1952424095,M,TN,MD,Orthopedic Surgery,123,125,S,0,0,1,0,1,1
1629237235,M,NY,M.D.,Geriatric Medicine,92,4162,NE,1,0,0,0,1,1
1033499538,F,IL,PA-C,Physician Assistant,19,516,MW,0,1,0,0,1,0
1093793671,M,MD,M.D.,Family Practice,57,4059,S,0,0,1,0,1,1
1730200791,F,IL,M.D.,Family Practice,11,28,MW,0,1,0,0,1,1
1730162660,M,PA,MD,Psychiatry,0,851,NE,1,0,0,0,0,1
1902974421,M,CA,M.D.,Internal Medicine,219,4039,W,0,0,0,1,1,1
1164469011,M,NC,DO,Family Practice,462,6615,S,0,0,1,0,1,1
1659474104,M,NJ,MD,Internal Medicine,15,2483,NE,1,0,0,0,1,1
1992761050,M,MD,M.D.,Internal Medicine,15,0,S,0,0,1,0,1,1
1083612352,M,GA,M.D.,General Surgery,94,103,S,0,0,1,0,1,1
1194768994,M,MS,M.D.,Orthopedic Surgery,89,559,S,0,0,1,0,1,1
1396934196,M,AZ,PA,Physician Assistant,142,3651,W,0,0,0,1,1,0
1750337440,M,KY,M.D.,Emergency Medicine,54,11,S,0,0,1,0,1,1
1932113115,M,CA,D.D.S.,Dentist,0,15,W,0,0,0,1,0,1
1992852909,M,KY,MD,Orthopedic Surgery,286,607,S,0,0,1,0,1,1
1649360009,F,NY,D.O.,Family Practice,32,1963,NE,1,0,0,0,1,1
1407938186,M,IL,MD,Orthopedic Surgery,39,0,MW,0,1,0,0,1,1
1790893295,M,CA,M.D.,Psychiatry & Neurology,0,69,W,0,0,0,1,0,1
1629151501,M,PA,PA C,Physician Assistant,30,0,NE,1,0,0,0,1,0
1386693190,M,NY,MD,Internal Medicine,670,4626,NE,1,0,0,0,1,1
1417037037,F,PA,DMD,Dentist,0,13,NE,1,0,0,0,0,1
1376634550,F,PA,MD,Psychiatry,0,3503,NE,1,0,0,0,0,1
1114967262,M,IL,D.D.S.,Dentist,0,25,MW,0,1,0,0,0,1
1528057973,M,FL,M.D.,Neurology,0,65,S,0,0,1,0,0,1
1518036326,M,VA,M.D.,Family Practice,11,879,S,0,0,1,0,1,1
1639178403,M,OK,MD,Family Practice,286,6427,S,0,0,1,0,1,1
1811984727,M,TX,M.D.,Family Practice,422,7449,S,0,0,1,0,1,1
1154345569,M,NY,M.D,Psychiatry,0,1003,NE,1,0,0,0,0,1
1053373217,M,OH,M.D.,Internal Medicine,0,298,MW,0,1,0,0,1,1
1578549234,M,CA,M.D.,Family Practice,125,2525,W,0,0,0,1,1,1
1639140718,F,MS,DNP-CFNP,Nurse Practitioner,32,0,S,0,0,1,0,1,0
1578898383,F,CA,FNP,Nurse Practitioner,42,2300,W,0,0,0,1,1,0
1528082682,F,TN,DDS,Dentist,0,12,S,0,0,1,0,0,1
1164495370,F,CO,MD,Emergency Medicine,0,15,W,0,0,0,1,1,1
1598962953,M,IA,DO,Family Practice,21,51,MW,0,1,0,0,1,1
1407156615,F,CA,M.D,Family Practice,39,600,W,0,0,0,1,1,1
1225170202,M,CA,DDS,Oral Surgery (dentists only),11,101,W,0,0,0,1,1,1
1568402162,M,GA,M.D.,Internal Medicine,152,3106,S,0,0,1,0,1,1
1457322273,M,LA,M.D.,Internal Medicine,781,17443,S,0,0,1,0,1,1
1972639912,F,NM,M.D.,Psychiatry,0,739,W,0,0,0,1,0,1
1942264569,M,GA,D.O.,Obstetrics/Gynecology,0,393,S,0,0,1,0,0,1
1336210327,F,MA,DMD,Dentist,0,25,NE,1,0,0,0,0,1
1063469146,M,WA,M.D.,Cardiology,0,2123,W,0,0,0,1,0,1
1124120977,M,CA,M.D.,Family Practice,32,1966,W,0,0,0,1,1,1
1871591677,M,NY,M.D.,Gastroenterology,72,2635,NE,1,0,0,0,1,1
1215298492,F,WA,MD,Family Practice,0,158,W,0,0,0,1,0,1
1851371967,F,NJ,D.O.,Family Practice,31,2205,NE,1,0,0,0,1,1
1346466067,F,CA,MD,Psychiatry,0,574,W,0,0,0,1,0,1
1720166531,M,CA,MD,Infectious Disease,0,43,W,0,0,0,1,0,1
1699920819,F,MN,PA-C,Physician Assistant,0,845,MW,0,1,0,0,0,0
1831378306,M,TX,M.D.,Otolaryngology,0,65,S,0,0,1,0,1,1
1982822714,F,FL,DO,Dermatology,0,12,S,0,0,1,0,0,1
1366424798,F,OH,DO,Family Practice,149,3801,MW,0,1,0,0,1,1
1699714535,F,NY,PA,Physician Assistant,98,0,NE,1,0,0,0,1,0
1528069085,M,NY,M.D.,Internal Medicine,427,8247,NE,1,0,0,0,1,1
1386759603,M,MS,MD,Neurology,96,3439,S,0,0,1,0,1,1
1144218793,M,PA,M.D.,Otolaryngology,0,374,NE,1,0,0,0,0,1
1093054959,F,MO,FNP,Nurse Practitioner,24,1081,MW,0,1,0,0,1,0
1699823948,M,AR,DDS,Oral Surgery (dentists only),91,187,S,0,0,1,0,1,1
1831381631,F,CA,M.D.,Internal Medicine,0,27,W,0,0,0,1,0,1
1952309759,M,IN,D.P.M.,Podiatry,85,78,MW,0,1,0,0,1,0
1033144696,M,IL,MD,General Surgery,0,16,MW,0,1,0,0,0,1
1942251921,M,CA,MD,Emergency Medicine,284,466,W,0,0,0,1,1,1
1093970535,M,CA,MD,Vascular Surgery,42,0,W,0,0,0,1,1,1
1649204645,F,MN,M.D.,Family Practice,364,11099,MW,0,1,0,0,1,1
1750393112,F,FL,DMD,Dentist,0,14,S,0,0,1,0,0,1
1083804058,F,NC,D.O.,Physical Medicine and Rehabilitation,168,285,S,0,0,1,0,1,1
1417914029,M,NY,M.D.,Family Practice,31,1560,NE,1,0,0,0,1,1
1578612727,M,NY,MD,Internal Medicine,0,525,NE,1,0,0,0,0,1
1265414593,M,SC,MD,Gynecological/Oncology,0,76,S,0,0,1,0,0,1
1467452367,M,CA,MD,Family Practice,51,5144,W,0,0,0,1,1,1
1871690024,F,MA,M.D.,Neurology,0,82,NE,1,0,0,0,0,1
1275614877,M,IL,DDS,Dentist,0,12,MW,0,1,0,0,0,1
1306949805,M,TX,P.A.,Physician Assistant,43,1240,S,0,0,1,0,1,0
1073691218,F,AR,OD,Optometry,0,323,S,0,0,1,0,0,1
1427288299,M,WI,M.D.,Plastic Surgery,14,0,MW,0,1,0,0,1,1
1477829448,F,CA,M.D.,Student in an Organized Health Care Education/Training Program,0,97,W,0,0,0,1,0,0
1063452316,M,CA,DO,Family Practice,773,9778,W,0,0,0,1,1,1
1114156213,M,IL,DO,Family Practice,0,411,MW,0,1,0,0,1,1
1851404453,M,LA,M.D.,Family Practice,782,14796,S,0,0,1,0,1,1
1164441150,F,GA,MD,General Practice,0,333,S,0,0,1,0,1,1
1821291477,M,MD,MD,Medical Oncology,0,34,S,0,0,1,0,0,1
1467494369,F,MD,C.R.N.P.,Nurse Practitioner,29,0,S,0,0,1,0,1,0
1114998606,F,FL,MD,Internal Medicine,17,0,S,0,0,1,0,1,1
1285872952,F,OH,CNP,Nurse Practitioner,286,303,MW,0,1,0,0,1,0
1902893936,F,NY,MD,Rheumatology,0,655,NE,1,0,0,0,1,1
1255545067,F,FL,M.D.,Family Practice,0,1019,S,0,0,1,0,1,1
1154380921,F,IN,CNS,Certified Clinical Nurse Specialist,28,1002,MW,0,1,0,0,1,0
1790025294,M,AR,M.D.,Student in an Organized Health Care Education/Training Program,0,54,S,0,0,1,0,1,0
1699890590,M,NY,,Internal Medicine,0,145,NE,1,0,0,0,0,1
1477853679,F,NY,RPA-C,Physician Assistant,0,1024,NE,1,0,0,0,1,0
1932188984,F,NC,MD,Obstetrics/Gynecology,0,421,S,0,0,1,0,0,1
1295955862,M,VA,DDS,Dentist,15,105,S,0,0,1,0,1,1
1104804863,M,GA,MD,Rheumatology,0,1229,S,0,0,1,0,1,1
1760411979,F,TX,MD,Pulmonary Disease,0,820,S,0,0,1,0,0,1
1659665289,M,FL,D.O.,Family Practice,111,2682,S,0,0,1,0,1,1
1497749147,F,TX,FNP,Nurse Practitioner,67,1221,S,0,0,1,0,1,0
1831282961,M,FL,MD,Internal Medicine,286,9783,S,0,0,1,0,1,1
1972695666,F,IN,MD,Obstetrics/Gynecology,0,12,MW,0,1,0,0,0,1
1417388240,F,PA,CRNP,Nurse Practitioner,0,270,NE,1,0,0,0,0,0
1306104252,F,NY,D.M.D,Student in an Organized Health Care Education/Training Program,0,11,NE,1,0,0,0,0,0
1548381544,F,CA,"PA-C, ND, MSOM, MS",Physician Assistant,31,54,W,0,0,0,1,1,0
1114158086,F,CA,M.D.,Unknown Physician Specialty Code,0,121,W,0,0,0,1,1,1
1083946917,F,AZ,M.D.,Cardiology,0,448,W,0,0,0,1,0,1
1639152432,M,IN,MD,Internal Medicine,53,797,MW,0,1,0,0,1,1
1356601512,F,LA,M.D.,Internal Medicine,0,62,S,0,0,1,0,1,1
1851387872,M,TN,MD,General Practice,181,76,S,0,0,1,0,1,1
1235244385,M,MO,D.D.S.,Dentist,91,42,MW,0,1,0,0,1,1
1013070994,M,NY,DDS,Dentist,11,18,NE,1,0,0,0,1,1
1831187012,M,FL,ARNP,Nurse Practitioner,162,7470,S,0,0,1,0,1,0
1720048788,M,NC,MD,Internal Medicine,160,1209,S,0,0,1,0,1,1
1164571162,M,GA,"D.D.S., P.C",Dentist,22,129,S,0,0,1,0,1,1
1306957956,M,CA,MD,Urology,0,36,W,0,0,0,1,0,1
1902906266,M,FL,,Internal Medicine,405,11956,S,0,0,1,0,1,1
1194893404,M,NY,MD,Orthopedic Surgery,17,78,NE,1,0,0,0,1,1
1902068208,F,CA,"MD, MPH",Internal Medicine,24,366,W,0,0,0,1,1,1
1811276694,F,MI,P.A.-C,Physician Assistant,16,366,MW,0,1,0,0,1,0
1841231230,M,CO,PA-C,Physician Assistant,159,200,W,0,0,0,1,1,0
1821265166,F,AR,M.D.,Neurology,13,344,S,0,0,1,0,1,1
1366445843,F,WV,CFNP,Nurse Practitioner,0,204,S,0,0,1,0,0,0
1487858791,F,NY,M.D.,Ophthalmology,0,266,NE,1,0,0,0,0,1
1962588988,F,MI,MD,Cardiology,0,886,MW,0,1,0,0,0,1
1437282423,M,MA,,Podiatry,14,31,NE,1,0,0,0,1,0
1720046600,M,AL,MD,Orthopedic Surgery,252,292,S,0,0,1,0,1,1
1578846226,F,OH,CNP,Nurse Practitioner,0,14,MW,0,1,0,0,0,0
1689995078,F,CT,M.D.,Internal Medicine,0,68,NE,1,0,0,0,0,1
1194989160,F,GA,"FNP, CNM",Nurse Practitioner,0,11,S,0,0,1,0,0,0
1679774269,F,NC,M.D.,Dermatology,0,250,S,0,0,1,0,0,1
1710993589,M,MA,MD,Family Practice,64,1827,NE,1,0,0,0,1,1
1023366291,M,DC,MD,Student in an Organized Health Care Education/Training Program,0,40,S,0,0,1,0,0,0
1508008772,F,FL,D.O.,Gastroenterology,0,135,S,0,0,1,0,0,1
1689684920,F,SC,MD,Emergency Medicine,66,72,S,0,0,1,0,1,1
1245511039,F,PA,,Physician Assistant,0,890,NE,1,0,0,0,1,0
1932189677,F,ME,,Nurse Practitioner,0,51,NE,1,0,0,0,0,0
1649482092,M,MI,D.D.S.,Dentist,0,25,MW,0,1,0,0,0,1
1093067795,F,TX,FNP,Nurse Practitioner,0,11,S,0,0,1,0,0,0
1811949829,M,CA,M.D.,Cardiology,34,3372,W,0,0,0,1,1,1
1285782292,M,CA,MD,Family Practice,0,16,W,0,0,0,1,0,1
1962739516,M,WV,PA,Physician Assistant,0,45,S,0,0,1,0,0,0
1750421137,M,IN,D.D.S.,Dentist,0,51,MW,0,1,0,0,0,1
1255459558,M,WA,M.D.,Family Practice,13,31,W,0,0,0,1,1,1
1346237104,F,FL,M.D,Allergy/Immunology,0,87,S,0,0,1,0,0,1
1932297330,M,SC,MD,Otolaryngology,0,15,S,0,0,1,0,0,1
1316082555,M,WV,M.D.,Urology,82,1584,S,0,0,1,0,1,1
1780703926,M,PA,PA-C,Physician Assistant,164,4562,NE,1,0,0,0,1,0
1396701207,M,TX,M.D.,General Surgery,89,71,S,0,0,1,0,1,1
