annual_inc,delinq_2yrs,home_ownership,inq_last_6mths,open_acc,pub_rec,loan_amnt,int_rate
80000,0,1,0,17,0,20000,13.99
35929,0,0,2,18,0,6200,11.53
65000,1,1,1,22,0,15000,9.17
60000,1,1,0,11,0,10000,10.99
52000,0,0,0,5,0,8000,9.99
54777,0,1,2,13,1,7200,16.55
40000,1,1,0,8,1,7000,11.53
108000,1,1,1,8,0,18000,16.99
90000,0,0,0,11,1,12000,9.99
77000,0,0,3,12,0,20000,12.69
25459.2,0,0,0,11,0,9075,17.57
53810,0,1,0,10,0,10000,9.99
62000,0,0,1,11,0,13400,9.17
95000,0,0,0,14,0,22000,16.55
90000,0,0,2,11,0,30800,25.83
52000,0,1,1,13,0,15000,10.99
96000,0,0,0,6,0,23000,12.29
110000,0,0,0,14,0,30000,13.33
63627,0,1,0,12,0,25000,9.99
109000,0,1,0,15,0,25000,8.18
108000,0,0,1,15,0,11200,17.86
95000,0,1,1,12,0,33000,8.18
152000,0,1,0,4,0,16000,9.17
95000,0,1,0,12,0,27000,9.99
111000,0,0,0,12,0,20000,7.89
57000,0,1,2,17,0,11200,16.55
60000,0,1,0,6,0,12000,6.39
42000,1,0,0,10,1,5000,9.17
47000,0,0,0,7,0,19500,18.25
50000,0,1,0,4,0,21000,18.25
114000,0,1,1,13,0,25000,16.99
90500,0,0,0,7,0,14000,8.18
81000,2,1,1,8,0,7500,12.29
70000,0,1,0,14,0,25600,13.99
55000,0,0,0,7,0,8000,6.68
50000,0,1,0,15,0,4000,11.53
53100,0,1,0,9,0,14400,16.55
110500,0,1,1,20,0,24925,13.99
254500,0,1,0,22,0,7200,6.92
63570,0,1,1,6,0,12000,19.52
36000,0,1,0,5,0,5050,11.53
60000,0,1,1,5,0,4000,11.53
50000,1,0,0,19,0,21975,16.55
56000,0,1,0,10,0,12000,6.39
60000,0,0,0,13,0,14975,25.89
34000,0,1,1,6,0,10000,13.99
50000,1,1,0,12,0,10000,8.18
55000,0,0,0,8,0,25000,10.99
74000,0,1,0,6,0,12000,7.89
51000,0,1,0,13,0,20000,9.99
77000,1,1,0,6,0,9600,6.92
54000,0,1,0,10,0,5000,5.93
73045,0,1,0,8,1,16000,14.65
70000,1,1,1,32,0,9100,5.93
30000,0,0,1,8,0,11000,13.99
60000,0,1,1,9,0,20000,11.53
33000,0,0,0,4,0,13200,18.84
37000,0,1,2,14,3,10000,13.33
54000,0,1,0,6,0,15000,12.29
180000,0,0,0,4,0,30000,13.33
42120,1,0,0,8,0,15000,12.69
50000,0,0,0,10,0,10000,13.33
92000,0,1,1,17,0,24000,13.99
75000,0,1,1,17,0,22000,14.65
36212,0,1,0,13,0,6600,6.68
110000,2,1,1,7,0,25000,12.29
70000,0,1,0,9,0,33500,15.61
18672,0,0,0,5,0,2000,9.99
48000,0,0,0,14,0,22000,12.29
76000,1,1,1,22,0,25000,13.33
55000,0,1,0,6,1,14000,9.17
122000,0,1,0,19,0,11000,13.33
72500,0,1,1,13,0,15000,12.29
80000,0,0,1,9,2,24000,16.99
220000,0,0,0,25,0,28000,13.33
39580,1,1,3,30,0,9600,19.52
27000,0,1,0,11,0,10000,13.33
85000,2,1,0,18,1,6100,6.92
75000,0,1,0,20,0,13600,6.39
63000,0,0,1,17,0,24000,12.29
32000,1,1,0,18,4,11475,17.86
90000,0,0,2,25,0,7000,16.99
53000,0,0,0,8,0,10000,9.17
25122.84,0,0,0,6,1,10000,12.69
35000,0,0,0,10,0,8000,7.89
70000,0,1,0,7,1,27200,14.65
63400,0,1,0,11,0,24125,12.29
84000,7,0,1,9,0,28000,16.55
70000,0,1,0,17,0,30000,6.92
75000,0,0,1,11,1,20000,12.69
85000,0,0,1,10,1,6500,6.39
48000,0,1,1,10,3,20125,25.83
140000,0,1,3,36,0,35000,19.52
44580,0,0,4,21,0,16000,15.61
60000,1,0,0,14,0,7200,6.68
163000,0,1,0,8,0,35000,9.17
19980,0,0,0,7,0,8000,6.68
55308,0,1,1,17,1,16000,15.61
41000,0,0,2,11,0,11175,20.49
108000,0,1,0,11,0,25000,5.93
95000,2,1,1,7,0,8425,10.99
55000,1,0,0,9,0,25000,7.89
80000,0,1,2,10,0,12000,13.99
43000,0,0,1,17,1,8000,12.69
15936,0,0,1,11,6,5700,16.99
34700,0,0,0,6,0,6500,15.61
58000,0,0,0,14,0,4800,15.61
82000,0,1,0,10,0,28000,7.89
52146,0,0,1,9,0,5000,9.17
36000,4,0,0,9,0,8000,11.53
146000,0,1,0,8,0,25000,9.99
42000,0,0,0,11,0,9600,7.89
180000,0,1,1,11,0,25000,17.86
82500,0,1,2,18,0,21000,11.53
41000,0,1,2,11,2,16000,17.86
60000,0,0,0,8,0,18000,20.49
36000,0,0,1,18,0,3600,13.33
280000,1,1,0,18,0,2500,7.89
95000,0,0,0,9,0,8500,12.69
210000,0,0,0,7,2,11000,13.33
50000,1,0,2,14,0,20000,10.99
96500,0,1,0,27,0,24000,13.99
63000,0,0,0,16,0,10000,9.17
103000,0,0,0,19,0,18000,8.18
12000,2,0,0,7,0,4075,20.49
48000,2,1,1,10,0,3000,17.86
80000,0,0,1,13,0,18000,9.17
82000,1,1,3,18,0,25000,16.99
110187,0,1,0,13,0,8000,14.65
80000,0,1,0,7,0,10000,5.93
46000,0,1,0,13,0,20000,13.99
31000,0,1,2,11,1,4500,9.17
45000,0,1,1,17,0,10000,9.99
52000,1,1,0,7,0,18125,5.93
68676,2,0,0,10,0,3500,12.69
110000,1,1,1,13,0,18000,9.17
76000,2,1,0,19,0,17325,13.33
38500,1,0,0,15,1,6500,8.18
30000,2,0,1,8,0,1500,16.99
74000,0,1,0,9,0,16000,8.18
108500,1,0,2,8,0,14800,12.69
50000,0,1,0,12,0,6725,6.92
52000,0,1,1,25,0,15000,13.99
28344,0,0,1,13,1,9000,17.86
108000,0,1,1,11,0,14000,9.99
52000,0,1,2,10,0,12000,10.99
32000,0,1,0,7,0,12000,12.29
70000,0,1,0,8,0,8000,6.39
120000,0,1,0,5,0,14400,6.39
60000,0,1,0,8,1,10000,9.17
49900,0,1,0,11,0,19625,18.84
34000,0,0,0,10,1,14000,9.17
85000,2,1,1,8,0,21000,13.99
30000,0,0,0,5,0,7500,9.99
95000,2,0,0,9,0,6500,11.53
50000,0,1,0,8,0,12000,9.99
80000,0,1,2,20,1,18000,12.29
65000,0,1,3,4,0,28800,21.67
116000,0,1,1,14,0,12000,5.93
30000,0,0,0,11,0,14350,9.99
72000,0,1,1,19,0,16500,5.93
80000,1,1,0,6,0,18000,7.89
48600,0,0,0,10,0,19375,17.86
115000,0,1,0,11,0,28000,9.99
69000,0,1,0,10,0,24000,10.99
93000,0,1,0,14,0,28000,18.84
85000,0,1,0,19,0,5500,8.18
105000,1,1,1,25,0,7000,15.61
40000,0,1,0,13,0,15000,13.33
116000,0,0,1,13,1,20000,12.29
85000,0,0,0,17,0,24000,9.17
33000,0,1,0,6,0,7275,9.99
169000,0,0,1,15,0,35000,18.84
112000,0,1,0,17,0,20000,7.89
75000,0,0,0,8,0,2000,6.92
72000,0,1,0,16,0,12000,9.17
60000,0,1,0,8,0,6000,17.57
54600,0,0,1,14,0,12000,13.99
52000,0,1,1,9,1,12975,17.57
92000,0,1,0,15,0,15000,7.89
30000,0,0,0,8,0,7600,12.29
46200,0,1,0,5,0,12300,19.52
105000,0,1,0,21,0,35000,10.99
49900,0,1,1,14,1,7000,9.17
118500,0,1,2,13,0,32000,13.99
73000,2,1,0,11,0,18000,20.49
71000,0,1,0,14,0,24000,12.69
53000,0,0,0,21,1,17500,9.17
75000,0,0,0,12,0,16000,9.99
90000,0,0,0,7,0,15000,9.17
129408,0,0,2,8,0,22400,13.99
44500,2,1,0,10,0,20425,13.99
46000,1,1,0,13,2,15000,13.99
78000,0,0,0,5,0,7800,6.92
23000,0,1,0,5,0,6850,20.49
70000,0,0,2,9,1,29000,20.49
92000,0,0,3,5,0,5000,16.55
102000,0,1,1,5,0,24000,13.99
65000,1,1,0,4,0,29850,13.33
45000,0,0,0,7,3,4800,13.99
43500,4,0,0,7,0,10000,11.53
38000,1,0,1,9,0,5625,16.55
42000,0,1,1,10,0,10000,14.65
114000,2,1,0,14,1,15000,11.53
84000,0,0,0,17,0,12800,13.99
70000,0,1,0,7,0,21600,22.99
80000,0,1,1,14,0,24000,13.33
200000,0,0,2,10,0,21000,10.99
72000,0,0,1,12,0,16000,13.99
105000,0,0,1,16,0,35000,13.33
95000,0,1,0,12,0,12500,10.99
40230,0,1,0,8,0,5000,6.39
66000,0,1,0,9,0,15000,6.92
50000,3,0,1,10,0,10000,18.84
77000,0,1,2,13,2,16700,18.84
68000,1,1,1,8,0,4525,16.55
115000,0,1,0,12,0,35000,18.84
90000,0,1,0,17,0,23500,12.69
102000,0,1,0,8,0,24000,13.99
72000,0,1,3,12,0,5000,13.33
40000,0,0,0,7,0,9000,6.92
90000,0,1,0,10,0,28000,8.18
52000,0,1,0,5,1,10000,16.99
208000,0,1,1,14,0,3850,6.92
49000,0,0,1,11,0,9600,13.33
55000,0,0,3,12,0,16450,17.57
43000,3,1,0,4,0,3075,23.99
130000,1,1,0,11,0,28000,12.69
70000,0,1,0,9,0,20000,6.92
125000,1,1,1,4,0,6925,12.69
49700,0,0,0,9,0,9600,8.18
29000,1,1,1,10,0,6000,17.86
74000,0,1,2,11,1,16000,15.61
115000,0,0,1,17,0,7000,13.99
166000,1,0,0,6,0,30000,7.89
64500,0,0,0,12,0,6400,11.53
65000,0,0,0,15,0,15000,13.99
80000,0,1,0,13,0,24000,7.89
50000,0,1,0,4,0,12500,12.29
125000,1,1,1,10,1,23725,16.99
100000,1,1,4,9,0,20000,15.61
45681,0,1,0,5,0,7200,17.57
35000,0,1,0,8,0,3000,14.65
148984,2,1,3,14,0,21200,25.8
42000,0,1,0,12,0,6000,14.65
30000,0,1,0,10,0,10725,25.89
29000,1,0,0,3,0,8000,12.69
90000,0,1,0,6,0,3375,12.29
69357,0,1,1,15,1,16000,10.99
165000,0,1,1,17,0,25000,8.18
85000,0,1,0,18,0,35000,14.65
200000,0,1,0,9,0,29500,9.17
46000,0,0,0,5,0,9000,11.53
73330.67,2,0,1,14,0,29325,25.89
71500,0,1,0,6,1,6100,5.93
68000,0,1,0,17,0,17300,19.52
30000,0,1,1,7,1,6000,6.92
60000,0,0,0,10,1,2000,16.99
72000,0,1,1,9,0,8800,10.99
144500,0,1,4,23,0,28000,9.99
40000,0,0,1,20,0,6000,9.99
54000,0,0,0,7,0,10000,6.68
80000,0,1,0,5,0,23500,6.68
95000,0,1,0,3,0,34000,17.86
63000,0,0,0,11,0,24000,12.29
105000,0,1,0,19,0,35000,12.29
78000,0,1,1,11,1,15000,14.65
37600,1,1,1,19,0,15000,13.33
85000,0,1,3,12,0,21000,13.33
46000,0,0,0,8,0,13000,6.68
42000,1,1,1,6,0,8975,14.65
65000,0,0,0,15,0,10000,12.69
65000,0,0,0,8,0,14400,8.18
52000,0,1,3,18,1,12000,17.57
20724,0,0,1,17,1,1600,16.55
85000,0,0,1,18,0,10000,15.61
63000,3,1,0,14,0,19875,14.65
45000,0,0,0,4,0,7200,11.53
66000,0,1,3,12,1,15000,18.25
41000,0,1,0,8,0,9000,7.89
55000,0,1,0,13,0,19050,16.55
70000,6,1,0,8,0,9000,9.17
78000,0,1,1,12,0,35000,23.99
52000,0,1,2,9,0,6500,11.53
66373,1,1,0,9,0,25000,12.69
120000,0,1,0,12,0,21000,6.92
57000,0,0,0,10,0,10800,11.53
49500,1,0,1,16,2,5375,18.25
45000,0,0,0,7,0,10000,13.33
22000,0,0,0,6,1,8400,11.53
35000,1,1,0,10,0,15000,13.33
104000,0,1,0,23,0,8000,13.33
84000,1,1,0,20,0,25000,17.57
85000,1,0,0,16,2,24000,7.89
20000,1,0,0,7,0,2300,18.25
23000,1,1,0,11,1,11500,14.65
45000,1,0,5,7,0,5400,19.52
135000,0,0,0,12,0,35000,8.18
98000,0,0,0,8,0,25000,7.89
55000,1,1,0,11,0,19750,24.5
35000,0,0,1,6,0,14500,13.99
70000,1,1,0,8,0,10600,18.25
40000,0,1,1,8,0,2000,15.61
38000,0,1,0,7,0,6400,17.86
140000,3,1,0,18,0,15000,5.93
72000,1,1,0,16,0,22225,11.53
24780,0,1,2,6,0,3600,16.99
45500,0,1,0,8,0,15000,17.57
74808,0,1,2,13,1,10000,14.65
48000,0,1,0,6,0,23000,14.65
96000,0,1,0,19,0,21000,12.29
130000,0,1,0,11,0,20000,12.29
67000,0,0,0,12,0,16000,11.53
80468,1,1,0,7,0,30000,9.99
100000,5,1,0,17,0,35000,15.61
40000,0,1,1,13,0,15000,14.65
65000,0,0,0,10,0,5000,12.29
85000,0,1,0,26,0,35000,12.69
40000,0,1,0,10,0,4625,13.99
64000,0,0,0,6,0,25000,6.68
40000,0,1,0,7,1,12000,8.18
27000,0,1,1,7,1,3900,7.89
80000,0,0,1,25,0,24000,18.84
72000,0,1,0,8,0,8000,12.29
90000,0,1,0,8,0,10000,6.68
46000,1,0,0,5,0,5000,7.89
34000,0,0,0,5,0,8500,13.33
80000,0,0,2,13,0,16000,19.52
40000,0,1,0,5,0,12000,7.89
60000,0,0,2,21,0,12000,11.53
77833,0,1,0,6,0,15000,13.33
55000,0,0,0,14,0,6000,5.93
110000,1,1,0,6,0,35000,16.99
49000,0,0,2,10,0,7000,9.17
46000,0,0,0,9,0,7000,12.29
125000,0,1,3,11,0,14400,10.99
64000,0,0,1,14,0,10000,8.18
105000,0,1,0,11,0,35000,12.69
86000,0,1,0,18,0,10000,5.93
65000,0,1,0,5,2,6625,13.99
98000,1,1,0,13,0,16000,9.17
54000,0,1,0,3,0,16000,6.92
130000,0,1,0,14,0,24000,8.18
56000,0,0,1,15,0,5000,10.99
80000,0,0,0,10,0,35000,13.33
39000,0,1,1,8,0,10000,10.99
26000,0,0,2,11,0,3000,11.53
93077,0,0,1,17,0,15000,6.39
40000,0,1,0,12,0,10000,14.65
60000,0,1,0,28,0,25000,6.39
53000,5,0,0,23,0,20550,22.99
20000,1,0,0,8,0,2000,13.99
50800,0,1,0,13,1,6000,9.99
80000,0,0,0,5,0,20000,13.33
123800,0,0,0,7,0,15000,13.33
160000,0,1,1,25,0,28000,16.55
50000,0,1,0,6,0,21000,11.53
100000,1,1,0,22,0,28000,9.17
42720,0,1,0,9,0,13000,17.57
54500,0,1,0,19,0,10500,7.89
68546,0,1,0,16,0,18000,9.99
110000,1,1,0,13,0,5000,7.89
45000,1,1,0,15,0,12000,9.99
69500,0,1,0,13,0,25000,7.89
86000,3,1,3,13,0,30000,22.99
99000,0,1,0,11,0,20000,16.55
90000,1,0,0,17,0,28000,12.29
91000,3,1,0,13,0,16000,10.99
160000,0,1,0,23,0,30825,6.92
100000,0,0,1,4,0,12000,11.53
54000,0,1,0,14,0,12000,5.93
50760,0,1,0,9,0,20000,13.33
32000,0,0,0,9,0,13625,17.86
65000,0,0,0,6,1,3650,14.65
62400,2,1,0,9,0,7200,10.99
42000,1,0,0,8,0,12550,18.25
105000,0,0,1,25,0,20000,12.29
58536,0,0,0,13,0,17550,11.53
65000,0,0,1,17,0,24500,21.67
148000,0,0,0,8,0,9000,6.92
103000,2,1,0,15,0,21000,9.17
47216.16,0,0,0,13,1,13650,17.57
105000,1,1,0,18,0,20400,10.99
85000,0,1,1,11,0,12000,9.17
170000,1,1,1,11,0,29000,6.92
325000,0,1,1,17,0,35000,7.89
42000,0,0,0,9,0,19275,20.49
60000,0,0,0,5,0,2000,17.57
85500,0,1,1,11,0,24000,7.89
36000,1,0,0,11,0,12900,6.92
36000,0,0,0,10,0,11775,5.93
160000,1,0,0,15,0,20000,6.39
75000,0,0,3,31,1,12800,15.61
40176,2,1,0,14,0,12000,12.29
40000,0,0,0,26,0,13550,18.25
39500,0,0,0,9,0,10000,7.89
29772,0,0,2,7,0,4300,12.29
110000,0,1,2,9,0,18825,16.55
52450,0,0,1,9,0,18000,17.57
154000,1,0,0,6,0,30000,13.99
30000,0,0,0,9,0,6000,8.18
80000,1,1,0,8,0,15000,9.17
47000,1,1,1,8,0,16700,15.61
60000,1,0,0,11,0,10000,10.99
50000,0,0,0,13,0,15000,12.29
35000,0,0,0,12,0,9000,13.33
49500,0,0,1,8,0,18675,7.89
102000,0,1,0,10,0,24725,7.89
135000,0,1,1,14,1,34350,13.99
45000,0,0,0,15,0,14700,12.69
41700,0,0,0,7,0,10500,6.68
22114.8,0,0,0,5,0,7875,18.25
19500,0,0,0,4,1,6200,13.99
35000,0,0,1,16,0,12000,7.89
360000,0,1,3,8,4,35000,9.17
120000,0,1,0,17,1,14400,6.92
91000,0,1,0,9,0,25000,10.99
57000,1,1,0,11,0,6000,7.89
150000,0,1,1,10,0,25000,18.84
62000,0,0,2,15,0,18000,7.89
36000,1,1,2,14,0,1500,13.33
52000,0,0,0,7,0,7625,16.99
80000,0,0,2,14,0,13200,6.39
45000,0,0,0,14,0,18000,13.99
96000,0,1,0,15,0,25000,9.99
49000,0,0,0,8,0,19550,25.83
26367.71,0,0,0,3,0,9375,16.99
85000,1,1,0,8,0,18000,11.53
250000,1,1,0,11,0,35000,6.92
40000,1,0,0,6,0,8000,7.89
51000,1,1,0,10,0,17000,7.89
45000,0,1,1,16,0,19850,9.17
125000,0,0,1,12,0,16000,6.92
77000,0,1,1,7,0,28000,16.55
110000,2,1,1,25,0,10000,5.93
94000,1,0,0,9,0,35000,25.57
59665,0,0,0,15,0,21475,17.86
95000,0,1,1,10,0,29975,17.57
60000,1,0,0,16,0,15000,6.92
60000,0,0,0,22,0,11850,13.99
50000,0,0,1,10,0,8000,10.99
50000,1,1,0,19,0,9600,7.89
100000,3,1,2,10,0,23000,15.61
60000,2,1,0,9,0,16000,6.92
63000,0,0,0,11,0,15000,6.68
36000,0,0,0,9,1,8000,12.69
75000,0,0,0,12,0,8000,12.29
60000,0,1,0,9,1,17000,13.99
77500,0,0,0,10,0,7000,7.89
81000,5,0,1,13,0,33950,16.55
200000,0,1,1,11,0,20000,16.55
25000,0,0,1,13,0,2000,17.86
56880,0,1,0,6,0,11200,18.25
90000,0,1,0,18,0,32000,16.99
75000,1,1,3,9,0,21000,7.89
65000,0,1,0,16,0,12000,10.99
65000,3,1,1,10,0,15000,11.53
121067,0,1,1,10,0,30300,13.33
45297.96,0,1,0,10,0,13500,25.8
91000,1,1,0,15,0,7000,8.18
100000,0,1,0,11,0,35000,24.5
60000,0,0,0,6,0,24000,9.99
55000,1,1,0,21,0,19200,12.29
125000,1,1,0,10,0,20000,13.33
140000,0,0,0,7,0,35000,12.29
65000,0,1,0,8,0,9475,15.61
72000,1,1,1,16,0,12000,16.55
60000,1,0,0,17,0,10000,9.99
49000,0,0,1,22,0,10000,12.29
88000,0,1,0,16,0,25000,6.68
154000,2,1,0,16,0,20000,6.39
50000,0,0,1,10,0,20000,12.29
120000,0,0,1,9,0,9800,9.17
83000,0,0,0,9,0,13825,19.52
52000,0,1,0,13,1,18000,17.86
100000,3,0,0,11,0,12000,12.29
199999,0,1,0,8,0,25000,6.39
65000,0,0,1,18,0,20000,7.89
24000,0,0,0,8,0,2500,6.39
100000,0,1,0,12,0,20000,6.68
85000,0,1,1,12,0,13600,14.65
87000,0,0,1,3,0,29975,25.8
77000,0,1,0,9,3,8000,9.17
130000,0,0,0,12,0,20000,9.99
55000,2,0,0,30,0,10000,11.53
30000,1,0,0,13,2,3000,17.57
37000,0,1,1,6,1,11200,13.99
33000,0,0,1,6,0,11875,17.57
115000,0,1,1,14,0,10000,7.89
16764,2,1,1,14,0,6700,13.99
46797,0,1,0,8,0,8800,12.69
100000,0,1,0,18,0,25000,8.18
128000,0,1,0,20,0,17000,11.53
53000,1,1,0,21,0,11425,14.65
68000,0,1,1,19,0,13000,10.99
50000,0,1,0,7,0,4725,7.89
28000,0,1,1,10,0,8000,13.99
120000,0,0,1,7,0,15000,15.61
91176,0,1,0,23,0,35000,13.99
111600,0,1,1,16,0,14900,13.99
40000,0,0,1,12,0,8000,13.33
42000,0,0,0,6,0,10000,6.92
72000,3,0,2,24,0,12500,7.89
32000,0,0,0,9,0,10000,9.17
165000,0,1,2,7,1,30000,13.33
49000,0,1,0,15,0,14000,6.39
78000,0,0,1,10,0,7000,15.61
118000,2,1,0,8,0,10000,9.99
143000,1,0,4,27,0,33700,23.99
90000,0,1,0,11,0,20000,5.93
50300,0,1,0,14,1,11250,16.99
94000,2,1,0,5,0,35000,20.49
88000,2,1,0,11,1,10000,9.17
70000,0,1,0,14,1,30000,9.99
40000,0,1,1,7,0,16700,18.84
88100,0,0,0,11,0,15000,9.17
200000,0,1,0,14,0,10000,5.93
1150000,0,1,0,9,0,35000,10.99
49000,0,1,0,19,0,12350,7.89
105000,4,1,0,19,0,20000,9.99
60000,2,1,0,19,0,6400,6.39
110000,0,1,0,10,0,20000,12.29
125000,0,1,0,22,0,15000,5.93
77150.72,0,1,0,15,0,21625,6.92
132500,0,1,0,11,0,32000,10.99
76000,0,1,0,15,0,28000,16.99
35000,1,1,0,9,0,3000,13.99
55000,6,0,0,13,0,18000,7.89
115000,0,0,0,11,0,20000,12.29
51000,0,0,0,15,0,23000,16.55
50000,0,1,0,14,0,10300,12.69
149000,0,1,0,30,1,25325,20.49
44000,0,1,1,9,0,12000,13.99
50000,0,1,0,5,2,7200,12.69
78663.8,0,1,0,12,0,22000,12.29
50000,0,1,0,12,0,20950,18.84
55000,0,0,0,11,0,20000,10.99
45000,0,1,3,17,0,5100,13.33
36000,0,0,1,4,0,18000,6.92
55000,0,1,0,14,1,20000,11.53
48000,0,1,1,7,0,8000,10.99
55000,0,1,1,17,0,20000,14.65
57000,0,0,0,15,0,7000,9.99
58000,1,1,2,9,1,8000,15.61
100000,1,0,0,10,0,33575,17.57
101035,0,0,0,10,0,21000,12.29
47000,0,1,0,9,0,6000,10.99
38500,1,1,0,7,0,15000,18.84
36620,0,0,0,13,0,12075,13.33
110000,1,1,0,9,0,35000,17.57
42000,0,0,1,9,0,18450,14.65
35000,0,1,5,7,0,10075,18.84
56750,0,1,0,2,0,7500,6.68
160000,1,0,1,11,0,24000,10.99
60000,0,1,1,12,0,5000,12.69
50000,0,1,1,11,0,6000,12.29
77000,0,0,0,13,0,5000,9.99
80000,1,1,0,13,0,25000,14.65
82000,0,1,1,19,0,15000,19.52
40000,0,0,0,2,0,10000,12.29
48000,0,0,0,14,1,16000,11.53
75000,1,1,0,7,0,7200,9.99
125000,1,1,2,14,6,25500,20.49
55000,0,0,1,8,0,16250,17.86
70000,0,1,0,6,0,6000,13.33
33991,0,0,0,8,1,8000,11.53
80000,0,1,0,12,0,5000,6.39
64000,0,1,0,4,0,7200,10.99
89000,0,1,1,8,1,10000,17.57
60000,7,1,0,14,0,15000,13.33
80000,0,1,3,24,0,24000,10.99
97000,0,1,0,9,1,15000,5.93
45000,0,0,0,25,0,12000,13.99
57208,1,1,0,10,1,8325,15.61
15700,0,0,0,8,0,5000,8.18
87000,0,0,1,9,1,3250,18.25
40000,0,0,3,20,0,6000,14.65
37614.95,0,1,0,14,0,7000,11.53
59000,0,0,1,17,0,24000,14.65
67000,1,0,2,12,0,10400,16.55
50000,0,0,1,7,0,18000,12.29
45000,0,0,0,7,0,13000,12.29
24000,0,0,0,8,0,10000,9.99
50000,0,1,0,4,0,12000,10.99
31200,1,1,0,11,1,9350,18.84
23000,0,0,0,6,0,6400,10.99
28500,0,1,0,7,0,9625,17.86
70000,1,1,0,25,0,10000,6.39
30000,0,0,1,5,1,15000,12.29
65000,2,1,0,8,0,17475,16.99
60000,0,0,0,6,0,11500,9.99
45000,2,1,1,11,0,6000,12.69
80000,0,1,1,16,0,35000,16.55
100000,2,0,2,12,0,12000,13.99
55000,0,1,0,13,0,12000,13.99
56556,1,0,0,8,1,7575,14.65
70000,2,0,0,12,0,12500,9.17
40000,0,1,0,17,0,15000,8.18
55000,1,1,0,7,0,12000,10.99
52650,2,0,0,6,0,14750,6.92
62000,0,1,1,24,1,18600,13.99
75000,2,0,0,5,0,6000,13.33
30000,0,0,2,6,0,3600,12.69
73000,2,1,0,9,0,16000,17.57
172000,0,1,0,14,0,24000,5.93
91000,0,0,0,18,0,35000,12.69
38500,0,0,1,13,0,3500,15.61
42000,0,0,1,4,0,2800,13.99
40000,0,1,0,17,1,18375,10.99
121000,0,1,0,15,0,21000,16.99
72000,0,1,1,14,0,11200,11.53
87500,0,0,0,9,0,10000,16.99
61000,0,0,0,8,0,16900,18.25
135000,0,0,0,18,0,19000,7.89
43680,0,0,0,12,0,18000,15.61
200000,0,1,0,21,1,25000,20.49
101000,0,1,2,21,0,24000,5.93
35000,0,0,0,7,0,8000,13.33
65000,0,1,1,13,22,15000,22.99
120000,0,0,1,9,0,11000,11.53
66000,0,0,3,12,0,15000,12.29
91000,0,1,0,10,0,18000,12.29
37400,0,0,1,6,0,18675,18.25
35000,0,0,0,4,0,12600,18.25
200000,2,1,1,14,0,7600,13.33
21000,0,0,0,8,0,4200,8.18
175000,3,1,1,6,0,27725,17.57
21000,0,0,1,7,0,5500,11.53
38000,0,0,0,19,0,13000,7.89
43500,0,1,0,10,1,7500,9.17
54200,0,0,0,10,0,16000,13.99
68900,0,0,0,13,0,14000,18.25
103000,0,1,0,13,0,11000,6.68
85000,0,0,1,7,0,8500,12.69
85000,1,1,0,9,2,10000,12.69
65000,0,1,0,21,0,9325,18.25
45000,0,1,0,13,0,18000,9.17
115000,0,1,0,10,0,32750,17.57
13000,0,0,0,4,0,3000,10.99
58000,0,0,1,10,0,8000,8.18
60054,0,1,0,13,0,12800,6.39
27000,0,1,1,11,0,8000,9.99
50000,0,1,0,8,0,19000,19.52
145000,0,1,0,8,0,35000,12.69
101000,0,1,0,12,0,8000,12.29
87000,0,0,1,10,0,12000,15.61
70000,0,1,0,7,0,25000,7.89
55994.85,1,1,0,23,1,20000,11.53
95000,0,1,0,15,0,14000,9.17
65000,0,1,1,16,1,16750,16.55
75400,0,1,0,17,0,20000,13.99
78000,0,0,0,9,0,28000,7.89
50000,2,1,3,16,0,12000,12.29
82000,0,1,1,23,0,22000,18.84
101000,1,1,1,15,0,35000,17.57
92000,0,1,0,9,0,35000,11.53
50000,0,0,0,6,0,8800,14.65
60000,0,1,2,8,0,5000,9.17
37000,0,1,0,10,2,5975,13.99
58058,0,1,1,11,0,12500,8.18
22000,1,0,0,8,0,9325,13.33
62000,0,0,1,15,0,20000,15.61
90000,4,0,1,14,0,11950,18.25
64105,0,0,0,7,2,12725,13.99
32000,0,0,0,9,0,10000,14.65
105000,1,0,0,5,0,35000,23.99
75000,0,0,2,5,0,18875,14.65
71269,0,0,1,22,0,25000,6.39
79000,2,1,3,15,0,21000,9.99
62000,1,0,0,23,0,10500,16.55
42000,0,1,0,6,0,13475,11.53
56000,0,1,0,6,0,19325,5.93
32000,0,1,0,6,0,12000,10.99
47295,0,1,2,12,1,14400,13.33
55000,1,1,0,11,0,15875,16.55
42000,0,0,0,8,0,15000,6.68
105000,1,1,1,7,0,18000,13.33
16776,0,1,1,11,1,5000,20.49
54000,0,1,0,12,0,27000,8.18
50000,0,0,0,13,0,10000,13.33
53692.2,0,1,0,12,0,24000,7.89
100000,0,1,0,12,1,9600,12.29
52000,0,0,0,14,0,18700,19.52
25000,0,0,2,16,0,3000,12.29
63000,0,0,0,7,0,18500,7.89
76000,0,1,0,12,0,11200,6.39
80000,0,1,0,9,3,35000,18.25
62000,0,1,1,17,1,17200,8.18
87000,0,1,1,11,0,35000,16.55
85000,0,1,0,9,0,20000,12.29
78600,0,0,0,18,0,18200,13.33
30000,0,0,0,6,0,14975,21.67
52000,0,1,0,20,0,15500,23.99
140000,0,0,3,5,0,12000,7.89
24000,0,1,0,5,1,7600,9.99
126000,0,1,0,15,1,21000,10.99
